taxon,reference_no,subfamily,Tribe,Genus,Fossil,min_ma,max_ma,Notes
Strumigenys_pilosula,44632,Myrmicinae,None,Strumigenys,Yes,13.82,20.44,Note
Strumigenys_poinari,44632,Myrmicinae,None,Strumigenys,Yes,13.82,20.44,Note
Strumigenys_schleeorum,44409,Myrmicinae,None,Strumigenys,Yes,13.82,20.44,Note
Temnothorax_glaesarius,40999,Myrmicinae,None,Temnothorax,Yes,33.9,38,Note
Temnothorax_gracilis,44414,Myrmicinae,None,Temnothorax,Yes,33.9,38,Note
Temnothorax_hystriculus,40999,Myrmicinae,None,Temnothorax,Yes,33.9,38,Note
Temnothorax_longaevus,40999,Myrmicinae,None,Temnothorax,Yes,33.9,38,Note
Temnothorax_petiolata,44414,Myrmicinae,None,Temnothorax,Yes,33.9,38,Note
Temnothorax_placivus,40999,Myrmicinae,None,Temnothorax,Yes,33.9,38,Note
Temnothorax_praecreolus,44636,Myrmicinae,None,Temnothorax,Yes,13.82,20.44,Note
Tetramorium_kulickae,56231,Myrmicinae,None,Tetramorium,Yes,33.9,38,Note
Tetramorium_paraarmatum,56231,Myrmicinae,None,Tetramorium,Yes,33.9,38,Note
Trachymyrmex_primaevus,44637,Myrmicinae,None,Trachymyrmex,Yes,13.82,20.44,Note
Cephites_fragilis,37344,None,None,Cephites,Yes,11.608,12.7,Fly
Cephites_oeningensis,37344,None,None,Cephites,Yes,11.608,12.7,Fly
Formicidae,34084,None,None,None,Yes,47.8,56,Note
Paraponera,5208,Paraponerinae,None,Paraponera,Yes,13.82,20.44,Note
Paraponera_dieteri,40058,Paraponerinae,None,Paraponera,Yes,13.82,20.44,Note
Afropone_oculata,38353,Ponerinae,None,Afropone,Yes,89.8,93.9,Note
Afropone_orapa,38353,Ponerinae,None,Afropone,Yes,89.8,93.9,Note
Anochetus_ambiguus,44411,Ponerinae,,Anochetus,Yes,13.82,20.44,Note
Anochetus_brevidentatus,44411,Ponerinae,,Anochetus,Yes,13.82,20.44,Note
Anochetus_conisquamis,44411,Ponerinae,,Anochetus,Yes,13.82,20.44,Note
Anochetus_corayi,44413,Ponerinae,,Anochetus,Yes,13.82,20.44,Note
Anochetus_dubius,44411,Ponerinae,,Anochetus,Yes,13.82,20.44,Note
Anochetus_exstinctus,44411,Ponerinae,,Anochetus,Yes,13.82,20.44,Note
Anochetus_intermedius,44411,Ponerinae,,Anochetus,Yes,13.82,20.44,Note
Anochetus_lucidus,44411,Ponerinae,,Anochetus,Yes,13.82,20.44,Note
Archiponera_wheeleri,4971,Ponerinae,None,Archiponera,Yes,33.9,37.2,Note
Austroponera_schneideri,59088,Ponerinae,None,Austroponera,Yes,20.44,23.03,Note
Cephalopone_grandis,43781,Ponerinae,None,Cephalopone,Yes,40.4,48.6,Note
Cephalopone_potens,43781,Ponerinae,None,Cephalopone,Yes,40.4,48.6,Note
Cyrtopone_curiosa,43781,Ponerinae,None,Cyrtopone,Yes,40.4,48.6,Note
Cyrtopone_elongata,43781,Ponerinae,None,Cyrtopone,Yes,40.4,48.6,Note
Cyrtopone_microcephala,43781,Ponerinae,None,Cyrtopone,Yes,40.4,48.6,Note
Cyrtopone_striata,43781,Ponerinae,None,Cyrtopone,Yes,40.4,48.6,Note
Eogorgites_cingulatus,40725,Ponerinae,None,Eogorgites,Yes,48.6,55.8,Note
Eoponerites_longipetiolatus,40725,Ponerinae,None,Eoponerites,Yes,48.6,55.8,Note
Furcisutura_wanghuacunensis,40725,Ponerinae,None,Furcisutura,Yes,48.6,55.8,Note
Hypoponera_atavia,44414,Ponerinae,None,Hypoponera,Yes,33.9,38,Note
Hypoponera_scitula,49030,Ponerinae,None,Hypoponera,Yes,2.588,5.333,Note
Leptogenys_chinensis,16579,Ponerinae,None,Leptogenys,Yes,11.608,15.97,Note
Leptogenys_lacerata,16579,Ponerinae,None,Leptogenys,Yes,11.608,15.97,Note
Longicapitia_reticulata,40725,Ponerinae,None,Longicapitia,Yes,48.6,55.8,Note
Messelepone_leptogenoides,43781,Ponerinae,None,Messelepone,Yes,40.4,48.6,Note
Odontomachus_paleomyagra,53443,Ponerinae,None,Odontomachus,Yes,16.9,20,Note
Odontomachus_pseudobauri,44411,Ponerinae,None,Odontomachus,Yes,13.82,20.44,Note
Odontomachus_spinifer,44411,Ponerinae,None,Odontomachus,Yes,13.82,20.44,Note
Pachycondyla,57466,Ponerinae,None,Pachycondyla,Yes,15.97,23.03,Note
Pachycondyla_aberrans,56094,Ponerinae,None,Pachycondyla,Yes,33.9,38,Note
Pachycondyla_baltica,44585,Ponerinae,None,Pachycondyla,Yes,33.9,38,Note
Pachycondyla_calcarea,38999,Ponerinae,None,Pachycondyla,Yes,28.4,33.9,Note
Pachycondyla_conservata,44602,Ponerinae,None,Pachycondyla,Yes,33.9,38,Note
Pachycondyla_dubia,38999,Ponerinae,None,Pachycondyla,Yes,28.4,33.9,Note
Pachycondyla_eocenica,43781,Ponerinae,None,Pachycondyla,Yes,40.4,48.6,Note
Pachycondyla_globiventris,38999,Ponerinae,None,Pachycondyla,Yes,28.4,33.9,Note
Pachycondyla_gracilicornis,44414,Ponerinae,None,Pachycondyla,Yes,33.9,38,Note
Pachycondyla_labandeirai,44418,Ponerinae,None,Pachycondyla,Yes,46.2,50.3,Note
Pachycondyla_lutzi,43781,Ponerinae,None,Pachycondyla,Yes,40.4,48.6,Note
Pachycondyla_messeliana,43781,Ponerinae,None,Pachycondyla,Yes,40.4,48.6,Note
Pachycondyla_minutansata,16579,Ponerinae,None,Pachycondyla,Yes,11.608,15.97,Note
Pachycondyla_nubeculata,16579,Ponerinae,None,Pachycondyla,Yes,11.608,15.97,Note
Pachycondyla_oligocenica,56094,Ponerinae,None,Pachycondyla,Yes,33.9,38,Note
Pachycondyla_parvula,43781,Ponerinae,None,Pachycondyla,Yes,40.4,48.6,Note
Pachycondyla_petiolosa,43781,Ponerinae,None,Pachycondyla,Yes,40.4,48.6,Note
Pachycondyla_petrosa,43781,Ponerinae,None,Pachycondyla,Yes,40.4,48.6,Note
Pachycondyla_succinea,44414,Ponerinae,None,Pachycondyla,Yes,33.9,38,Note
Pachycondyla_tristis,44602,Ponerinae,None,Pachycondyla,Yes,33.9,38,Note
Platythyrea_dentata,40294,Ponerinae,None,Platythyrea,Yes,13.82,20.44,Note
Platythyrea_dlusskyi,36397,Ponerinae,None,Platythyrea,Yes,48.6,55.8,Note
Platythyrea_primaeva,38999,Ponerinae,None,Platythyrea,Yes,28.4,33.9,Note
Platythyrea_procera,40294,Ponerinae,None,Platythyrea,Yes,13.82,20.44,Note
Platythyrea_pumilio,44623,Ponerinae,None,Platythyrea,Yes,13.82,20.44,Note
Platythyrea_scalprum,40294,Ponerinae,None,Platythyrea,Yes,13.82,20.44,Note
Ponera_elegantissima,54829,Ponerinae,None,Ponera,Yes,23.03,28.4,Note
Ponera_leptocephala,44518,Ponerinae,None,Ponera,Yes,5.333,11.608,Note
Ponera_lobulifera,44602,Ponerinae,None,Ponera,Yes,33.9,38,Note
Ponera_mayri,44602,Ponerinae,None,Ponera,Yes,33.9,38,Note
Ponera_wheeleri,44602,Ponerinae,None,Ponera,Yes,33.9,38,Note
Ponerinae,36397,Ponerinae,None,None,Yes,47.8,56,Note
Ponerites,51861,Ponerinae,None,Ponerites,Yes,33.9,38,Note
Ponerites_antropovi,51861,Ponerinae,None,Ponerites,Yes,33.9,38,Note
Ponerites_atavinus,37344,Ponerinae,None,Ponerites,Yes,11.608,12.7,Note
Ponerites_coloradensis,44418,Ponerinae,None,Ponerites,Yes,46.2,50.3,Note
Ponerites_crawleyi,5061,Ponerinae,None,Ponerites,Yes,33.9,38,Note
Ponerites_elongatus,38709,Ponerinae,None,Ponerites,Yes,11.608,12.7,Note
Ponerites_eocenicus,44418,Ponerinae,None,Ponerites,Yes,46.2,50.3,Note
Ponerites_gracilior,38709,Ponerinae,None,Ponerites,Yes,11.608,12.7,Note
Ponerites_hooleyi,51861,Ponerinae,None,Ponerites,Yes,33.9,38,Note
Ponerites_hypoponeroides,44418,Ponerinae,None,Ponerites,Yes,46.2,50.3,Note
Ponerites_kishenehne,55770,Ponerinae,None,Ponerites,Yes,41.3,47.8,Note
Ponerites_nitidus,37344,Ponerinae,None,Ponerites,Yes,11.608,12.7,Note
Ponerites_oblongiceps,51760,Ponerinae,None,Ponerites,Yes,11.608,12.7,Note
Ponerites_tenuis,38709,Ponerinae,None,Ponerites,Yes,11.608,12.7,Note
Ponerites_umbrus,44457,Ponerinae,None,Ponerites,Yes,11.608,15.97,Note
Poneropsis_crassinervis,37344,Ponerinae,None,Poneropsis,Yes,12.7,13.65,Note
Poneropsis_escheri,38709,Ponerinae,None,Poneropsis,Yes,11.608,12.7,Note
Poneropsis_fuliginosa,37344,Ponerinae,None,Poneropsis,Yes,11.608,12.7,Note
Poneropsis_globosa,37344,Ponerinae,None,Poneropsis,Yes,11.608,12.7,Note
Poneropsis_longaeva,37344,Ponerinae,None,Poneropsis,Yes,11.608,12.7,Note
Poneropsis_rhenana,44626,Ponerinae,None,Poneropsis,Yes,23.03,28.4,Note
Poneropsis_stygia,38709,Ponerinae,None,Poneropsis,Yes,11.608,12.7,Note
Poneropsis_veneraria,47508,Ponerinae,None,Poneropsis,Yes,11.608,12.7,Note
Poneropsis_ventrosa,37344,Ponerinae,None,Poneropsis,Yes,11.608,12.7,Note
Protopone_dubia,43781,Ponerinae,None,Protopone,Yes,40.4,48.6,Note
Protopone_germanica,43781,Ponerinae,None,Protopone,Yes,40.4,48.6,Note
Protopone_magna,43781,Ponerinae,None,Protopone,Yes,40.4,48.6,Note
Protopone_oculata,43781,Ponerinae,None,Protopone,Yes,40.4,48.6,Note
Protopone_primigena,44404,Ponerinae,None,Protopone,Yes,41.3,47.8,Note
Protopone_sepulta,43781,Ponerinae,None,Protopone,Yes,40.4,48.6,Note
Protopone_vetula,43781,Ponerinae,None,Protopone,Yes,40.4,48.6,Note
Taphopone_aberrans,51861,Ponerinae,None,Taphopone,Yes,33.9,38,Note
Taphopone_karaganensis,41286,Ponerinae,None,Taphopone,Yes,11.608,15.97,Note
Taphopone_macroptera,51861,Ponerinae,None,Taphopone,Yes,33.9,38,Note
Taphopone_microptera,51861,Ponerinae,None,Taphopone,Yes,33.9,38,Note
Taphopone_petrosa,51861,Ponerinae,None,Taphopone,Yes,33.9,38,Note
Taphopone_stauropolitanus,41286,Ponerinae,None,Taphopone,Yes,11.608,15.97,Note
Bradoponera,44437,Proceratiinae,None,Bradoponera,Yes,33.9,38,Note
Bradoponera_electrina,44437,Proceratiinae,None,Bradoponera,Yes,33.9,38,Note
Bradoponera_meieri,44414,Proceratiinae,None,Bradoponera,Yes,33.9,38,Note
Bradoponera_similis,44602,Proceratiinae,None,Bradoponera,Yes,33.9,38,Note
Bradoponera_wunderlichi,44437,Proceratiinae,None,Bradoponera,Yes,33.9,38,Note
Discothyrea_gigas,44527,Proceratiinae,None,Discothyrea,Yes,13.82,20.44,Note
Discothyrea_maya,44527,Proceratiinae,None,Discothyrea,Yes,15.97,23.03,Note
Proceratium_denticulatum,44629,Proceratiinae,None,Proceratium,Yes,13.82,20.44,Note
Proceratium_dominicanum,40049,Proceratiinae,None,Proceratium,Yes,13.82,20.44,Note
Proceratium_eocenicum,44602,Proceratiinae,None,Proceratium,Yes,33.9,38,Note
Proceratium_gibberum,40049,Proceratiinae,None,Proceratium,Yes,13.82,20.44,Note
Proceratium_petrosum,56094,Proceratiinae,None,Proceratium,Yes,33.9,38,Note
Proceratium_poinari,40049,Proceratiinae,None,Proceratium,Yes,13.82,20.44,Note
Pseudomyrmex_antiquus,44631,Pseudomyrmecinae,None,Pseudomyrmex,Yes,13.82,20.44,Note
Pseudomyrmex_avitus,44631,Pseudomyrmecinae,None,Pseudomyrmex,Yes,13.82,20.44,Note
Pseudomyrmex_baros,44631,Pseudomyrmecinae,None,Pseudomyrmex,Yes,13.82,20.44,Note
Pseudomyrmex_coruscus,44631,Pseudomyrmecinae,None,Pseudomyrmex,Yes,13.82,20.44,Note
Pseudomyrmex_extinctus,4971,Pseudomyrmecinae,None,Pseudomyrmex,Yes,33.9,37.2,Note
Pseudomyrmex_macrops,44631,Pseudomyrmecinae,None,Pseudomyrmex,Yes,13.82,20.44,Note
Pseudomyrmex_nexilis,44631,Pseudomyrmecinae,None,Pseudomyrmex,Yes,13.82,20.44,Note
Pseudomyrmex_oryctus,44631,Pseudomyrmecinae,None,Pseudomyrmex,Yes,13.82,20.44,Note
Pseudomyrmex_prioris,44631,Pseudomyrmecinae,None,Pseudomyrmex,Yes,13.82,20.44,Note
Pseudomyrmex_saxulum,55770,Pseudomyrmecinae,None,Pseudomyrmex,Yes,41.3,47.8,Note
Pseudomyrmex_simplex,44631,Pseudomyrmecinae,None,Pseudomyrmex,Yes,0,0.0117,Note
Pseudomyrmex_succinus,44631,Pseudomyrmecinae,None,Pseudomyrmex,Yes,13.82,20.44,Note
Pseudomyrmex_thecolor,44631,Pseudomyrmecinae,None,Pseudomyrmex,Yes,13.82,20.44,Note
Pseudomyrmex_vicinus,44631,Pseudomyrmecinae,None,Pseudomyrmex,Yes,13.82,20.44,Note
Tetraponera_europaea,44602,Pseudomyrmecinae,None,Tetraponera,Yes,33.9,38,Note
Tetraponera_groehni,44602,Pseudomyrmecinae,None,Tetraponera,Yes,33.9,38,Note
Tetraponera_klebsi,38999,Pseudomyrmecinae,None,Tetraponera,Yes,28.4,33.9,Note
Tetraponera_lacrimarum,40999,Pseudomyrmecinae,None,Tetraponera,Yes,33.9,38,Note
Tetraponera_ocellata,44414,Pseudomyrmecinae,None,Tetraponera,Yes,33.9,38,Note
Tetraponera_oligocenica,38999,Pseudomyrmecinae,None,Tetraponera,Yes,33.9,37.2,Note
Tetraponera_simplex,44414,Pseudomyrmecinae,None,Tetraponera,Yes,33.9,38,Note
Gerontoformica,58266,Sphecomyrminae,None,Gerontoformica,Yes,93.5,99.6,Note
Gerontoformica_contegus,50661,Sphecomyrminae,None,Gerontoformica,Yes,93.5,99.6,Note
Gerontoformica_cretacica,35083,Sphecomyrminae,None,Gerontoformica,Yes,99.6,105.3,Note
Gerontoformica_gracilis,50661,Sphecomyrminae,None,Gerontoformica,Yes,93.5,99.6,Note
Gerontoformica_magnus,50661,Sphecomyrminae,None,Gerontoformica,Yes,93.5,99.6,Note
Gerontoformica_maraudera,58266,Sphecomyrminae,None,Gerontoformica,Yes,93.5,99.6,Note
Gerontoformica_occidentalis,44281,Sphecomyrminae,None,Gerontoformica,Yes,93.5,99.6,Note
Gerontoformica_orientalis,36535,Sphecomyrminae,None,Gerontoformica,Yes,93.5,99.6,Note
Gerontoformica_pilosus,50661,Sphecomyrminae,None,Gerontoformica,Yes,93.5,99.6,Note
Gerontoformica_robustus,50661,Sphecomyrminae,None,Gerontoformica,Yes,93.5,99.6,Note
Gerontoformica_rugosus,50661,Sphecomyrminae,None,Gerontoformica,Yes,93.5,99.6,Note
Gerontoformica_spiralis,50661,Sphecomyrminae,None,Gerontoformica,Yes,93.5,99.6,Note
Gerontoformica_subcuspis,50661,Sphecomyrminae,None,Gerontoformica,Yes,93.5,99.6,Note
Gerontoformica_tendir,50661,Sphecomyrminae,None,Gerontoformica,Yes,93.5,99.6,Note
Haidomyrmex_cerberus,39313,Sphecomyrminae,None,Haidomyrmex,Yes,93.5,99.6,Note
Haidomyrmex_scimitarus,44280,Sphecomyrminae,None,Haidomyrmex,Yes,93.5,99.6,Note
Haidomyrmex_zigrasi,44280,Sphecomyrminae,None,Haidomyrmex,Yes,93.5,99.6,Note
Haidomyrmodes_mammuthus,44281,Sphecomyrminae,None,Haidomyrmodes,Yes,99.6,105.3,Note
Haidoterminus_cippus,47973,Sphecomyrminae,None,Haidoterminus,Yes,70.6,83.5,Note
Sphecomyrminae,36535,Sphecomyrminae,None,Sphecomyrminae,Yes,89.8,93.9,Note
Sphecomyrminae_canadensis,38990,Sphecomyrminae,None,Sphecomyrminae,Yes,70.6,83.5,Note
Sphecomyrminae_freyi,36535,Sphecomyrminae,None,Sphecomyrminae,Yes,89.8,93.9,Note
Sphecomyrminae_mesaki,36535,Sphecomyrminae,None,Sphecomyrminae,Yes,89.8,93.9,Note
Zigrasimecia_ferox,50003,Sphecomyrminae,None,Zigrasimecia,Yes,93.5,99.6,Note
Zigrasimecia_tonsora,47310,Sphecomyrminae,None,Zigrasimecia,Yes,93.5,99.6,Note
Baikuris,48703,Sphecomyrminae,None,Baikuris,Yes,72.1,83.6,Note
Baikuris_casei,5815,Sphecomyrminae,None,Baikuris,Yes,89.8,93.9,Note
Baikuris_mandibularis,39885,Sphecomyrminae,None,Baikuris,Yes,83.6,89.8,Note
Baikuris_maximus,53728,Sphecomyrminae,None,Baikuris,Yes,99.6,105.3,Note
Baikuris_mirabilis,39885,Sphecomyrminae,None,Baikuris,Yes,83.6,89.8,Note
Ceratomyrmex_ellenbergeri,59331,Sphecomyrminae,None,Ceratomyrmex,Yes,93.5,99.6,Stem Ant
Cretomyrma_arnoldii,37059,Sphecomyrminae,None,Cretomyrma,Yes,83.6,86.3,Stem Ant
Cretomyrma_unicornis,37059,Sphecomyrminae,None,Cretomyrma,Yes,83.6,86.3,Stem Ant
Dlusskyidris_zherichini,37059,Sphecomyrminae,None,Dlusskyidris,Yes,83.6,86.3,Note
